seq_idx,good_pop_ratio,good_normalized_seq_dist,good_seq_dist,bad_pop_ratio,bad_normalized_seq_dist,bad_seq_dist,determinism,model,dataset,pop_size,generations,halloffame_ratio,fitness_alpha,allowed_mutations,include_sink,mutation_params,timestamp
1,0.945,0.083,9.773,1.0,0.295,35.018,True,BERT4Rec,ml-1m,512,10,0.0,0.0,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(1, 1, 1)","Thu, 05 Dec 2024 17:45:51"
1,1.143,0.076,9.05,1.0,0.295,35.018,True,BERT4Rec,ml-1m,512,10,0.2,0.0,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(1, 1, 1)","Thu, 05 Dec 2024 17:46:04"
1,0.937,0.095,11.448,0.997,0.299,35.022,True,BERT4Rec,ml-1m,1024,10,0.0,0.0,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(1, 1, 1)","Thu, 05 Dec 2024 17:46:16"
1,1.137,0.086,10.466,0.997,0.299,35.022,True,BERT4Rec,ml-1m,1024,10,0.2,0.0,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(1, 1, 1)","Thu, 05 Dec 2024 17:46:39"
1,0.943,0.089,10.59,1.0,0.306,35.309,True,BERT4Rec,ml-1m,2048,10,0.0,0.0,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(1, 1, 1)","Thu, 05 Dec 2024 17:47:03"
1,1.144,0.08,9.649,1.0,0.306,35.309,True,BERT4Rec,ml-1m,2048,10,0.2,0.0,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(1, 1, 1)","Thu, 05 Dec 2024 17:47:48"
1,0.916,0.045,5.401,1.0,0.297,33.803,True,BERT4Rec,ml-1m,512,10,0.0,0.25,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(1, 1, 1)","Thu, 05 Dec 2024 17:48:35"
1,1.115,0.039,4.667,1.0,0.297,33.803,True,BERT4Rec,ml-1m,512,10,0.2,0.25,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(1, 1, 1)","Thu, 05 Dec 2024 17:48:47"
1,0.921,0.046,5.454,0.999,0.258,29.779,True,BERT4Rec,ml-1m,1024,10,0.0,0.25,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(1, 1, 1)","Thu, 05 Dec 2024 17:49:00"
1,1.121,0.039,4.691,0.999,0.258,29.779,True,BERT4Rec,ml-1m,1024,10,0.2,0.25,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(1, 1, 1)","Thu, 05 Dec 2024 17:49:24"
1,0.921,0.047,5.38,1.0,0.25,29.565,True,BERT4Rec,ml-1m,2048,10,0.0,0.25,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(1, 1, 1)","Thu, 05 Dec 2024 17:49:52"
1,1.122,0.04,4.634,1.0,0.25,29.565,True,BERT4Rec,ml-1m,2048,10,0.2,0.25,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(1, 1, 1)","Thu, 05 Dec 2024 17:50:38"
1,0.914,0.048,5.434,0.996,0.16,18.39,True,BERT4Rec,ml-1m,512,10,0.0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(1, 1, 1)","Thu, 05 Dec 2024 17:51:29"
1,1.113,0.04,4.679,0.996,0.16,18.39,True,BERT4Rec,ml-1m,512,10,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(1, 1, 1)","Thu, 05 Dec 2024 17:51:44"
1,0.9,0.044,5.168,1.0,0.188,22.343,True,BERT4Rec,ml-1m,1024,10,0.0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(1, 1, 1)","Thu, 05 Dec 2024 17:51:59"
1,1.101,0.038,4.434,1.0,0.188,22.343,True,BERT4Rec,ml-1m,1024,10,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(1, 1, 1)","Thu, 05 Dec 2024 17:52:24"
1,0.909,0.046,5.189,1.0,0.207,24.599,True,BERT4Rec,ml-1m,2048,10,0.0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(1, 1, 1)","Thu, 05 Dec 2024 17:52:49"
1,1.109,0.039,4.46,1.0,0.207,24.599,True,BERT4Rec,ml-1m,2048,10,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(1, 1, 1)","Thu, 05 Dec 2024 17:53:38"
1,0.895,0.043,5.041,0.998,0.094,10.843,True,BERT4Rec,ml-1m,512,10,0.0,0.75,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(1, 1, 1)","Thu, 05 Dec 2024 17:54:29"
1,1.094,0.036,4.336,0.998,0.094,10.843,True,BERT4Rec,ml-1m,512,10,0.2,0.75,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(1, 1, 1)","Thu, 05 Dec 2024 17:54:42"
1,0.898,0.048,5.366,0.996,0.096,11.169,True,BERT4Rec,ml-1m,1024,10,0.0,0.75,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(1, 1, 1)","Thu, 05 Dec 2024 17:54:54"
1,1.099,0.041,4.611,0.996,0.096,11.169,True,BERT4Rec,ml-1m,1024,10,0.2,0.75,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(1, 1, 1)","Thu, 05 Dec 2024 17:55:18"
1,0.907,0.045,5.278,0.994,0.108,12.912,True,BERT4Rec,ml-1m,2048,10,0.0,0.75,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(1, 1, 1)","Thu, 05 Dec 2024 17:55:42"
1,1.107,0.039,4.543,0.994,0.108,12.912,True,BERT4Rec,ml-1m,2048,10,0.2,0.75,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(1, 1, 1)","Thu, 05 Dec 2024 17:56:27"
1,0.945,0.083,9.773,1.0,0.295,35.018,True,BERT4Rec,ml-1m,512,10,0.0,0.0,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)","Thu, 05 Dec 2024 17:57:14"
1,1.143,0.076,9.05,1.0,0.295,35.018,True,BERT4Rec,ml-1m,512,10,0.2,0.0,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)","Thu, 05 Dec 2024 17:57:27"
1,0.937,0.095,11.448,0.997,0.299,35.022,True,BERT4Rec,ml-1m,1024,10,0.0,0.0,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)","Thu, 05 Dec 2024 17:57:40"
1,1.137,0.086,10.466,0.997,0.299,35.022,True,BERT4Rec,ml-1m,1024,10,0.2,0.0,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)","Thu, 05 Dec 2024 17:58:08"
1,0.943,0.089,10.59,1.0,0.306,35.309,True,BERT4Rec,ml-1m,2048,10,0.0,0.0,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)","Thu, 05 Dec 2024 17:58:35"
1,1.144,0.08,9.649,1.0,0.306,35.309,True,BERT4Rec,ml-1m,2048,10,0.2,0.0,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)","Thu, 05 Dec 2024 17:59:22"
1,0.916,0.045,5.401,1.0,0.297,33.803,True,BERT4Rec,ml-1m,512,10,0.0,0.25,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)","Thu, 05 Dec 2024 18:00:09"
1,1.115,0.039,4.667,1.0,0.297,33.803,True,BERT4Rec,ml-1m,512,10,0.2,0.25,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)","Thu, 05 Dec 2024 18:00:21"
1,0.921,0.046,5.454,0.999,0.258,29.779,True,BERT4Rec,ml-1m,1024,10,0.0,0.25,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)","Thu, 05 Dec 2024 18:00:34"
1,1.121,0.039,4.691,0.999,0.258,29.779,True,BERT4Rec,ml-1m,1024,10,0.2,0.25,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)","Thu, 05 Dec 2024 18:00:57"
1,0.921,0.047,5.38,1.0,0.25,29.565,True,BERT4Rec,ml-1m,2048,10,0.0,0.25,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)","Thu, 05 Dec 2024 18:01:22"
1,1.122,0.04,4.634,1.0,0.25,29.565,True,BERT4Rec,ml-1m,2048,10,0.2,0.25,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)","Thu, 05 Dec 2024 18:02:09"
1,0.914,0.048,5.434,0.996,0.16,18.39,True,BERT4Rec,ml-1m,512,10,0.0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)","Thu, 05 Dec 2024 18:02:57"
1,1.113,0.04,4.679,0.996,0.16,18.39,True,BERT4Rec,ml-1m,512,10,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)","Thu, 05 Dec 2024 18:03:09"
1,0.9,0.044,5.168,1.0,0.188,22.343,True,BERT4Rec,ml-1m,1024,10,0.0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)","Thu, 05 Dec 2024 18:03:22"
1,1.101,0.038,4.434,1.0,0.188,22.343,True,BERT4Rec,ml-1m,1024,10,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)","Thu, 05 Dec 2024 18:03:46"
1,0.909,0.046,5.189,1.0,0.207,24.599,True,BERT4Rec,ml-1m,2048,10,0.0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)","Thu, 05 Dec 2024 18:04:12"
1,1.109,0.039,4.46,1.0,0.207,24.599,True,BERT4Rec,ml-1m,2048,10,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)","Thu, 05 Dec 2024 18:05:00"
1,0.895,0.043,5.041,0.998,0.094,10.843,True,BERT4Rec,ml-1m,512,10,0.0,0.75,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)","Thu, 05 Dec 2024 18:05:48"
1,1.094,0.036,4.336,0.998,0.094,10.843,True,BERT4Rec,ml-1m,512,10,0.2,0.75,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)","Thu, 05 Dec 2024 18:06:01"
1,0.898,0.048,5.366,0.996,0.096,11.169,True,BERT4Rec,ml-1m,1024,10,0.0,0.75,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)","Thu, 05 Dec 2024 18:06:18"
1,1.099,0.041,4.611,0.996,0.096,11.169,True,BERT4Rec,ml-1m,1024,10,0.2,0.75,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)","Thu, 05 Dec 2024 18:06:43"
1,0.907,0.045,5.278,0.994,0.108,12.912,True,BERT4Rec,ml-1m,2048,10,0.0,0.75,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)","Thu, 05 Dec 2024 18:07:08"
1,1.107,0.039,4.543,0.994,0.108,12.912,True,BERT4Rec,ml-1m,2048,10,0.2,0.75,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)","Thu, 05 Dec 2024 18:07:53"
1,0.945,0.083,9.773,1.0,0.295,35.018,True,BERT4Rec,ml-1m,512,10,0.0,0.0,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(4, 4, 4)","Thu, 05 Dec 2024 18:08:40"
1,1.143,0.076,9.05,1.0,0.295,35.018,True,BERT4Rec,ml-1m,512,10,0.2,0.0,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(4, 4, 4)","Thu, 05 Dec 2024 18:08:52"
1,0.937,0.095,11.448,0.997,0.299,35.022,True,BERT4Rec,ml-1m,1024,10,0.0,0.0,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(4, 4, 4)","Thu, 05 Dec 2024 18:09:05"
1,1.137,0.086,10.466,0.997,0.299,35.022,True,BERT4Rec,ml-1m,1024,10,0.2,0.0,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(4, 4, 4)","Thu, 05 Dec 2024 18:09:28"
1,0.943,0.089,10.59,1.0,0.306,35.309,True,BERT4Rec,ml-1m,2048,10,0.0,0.0,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(4, 4, 4)","Thu, 05 Dec 2024 18:09:53"
1,1.144,0.08,9.649,1.0,0.306,35.309,True,BERT4Rec,ml-1m,2048,10,0.2,0.0,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(4, 4, 4)","Thu, 05 Dec 2024 18:10:38"
1,0.916,0.045,5.401,1.0,0.297,33.803,True,BERT4Rec,ml-1m,512,10,0.0,0.25,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(4, 4, 4)","Thu, 05 Dec 2024 18:11:25"
1,1.115,0.039,4.667,1.0,0.297,33.803,True,BERT4Rec,ml-1m,512,10,0.2,0.25,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(4, 4, 4)","Thu, 05 Dec 2024 18:11:38"
1,0.921,0.046,5.454,0.999,0.258,29.779,True,BERT4Rec,ml-1m,1024,10,0.0,0.25,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(4, 4, 4)","Thu, 05 Dec 2024 18:11:50"
1,1.121,0.039,4.691,0.999,0.258,29.779,True,BERT4Rec,ml-1m,1024,10,0.2,0.25,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(4, 4, 4)","Thu, 05 Dec 2024 18:12:14"
1,0.921,0.047,5.38,1.0,0.25,29.565,True,BERT4Rec,ml-1m,2048,10,0.0,0.25,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(4, 4, 4)","Thu, 05 Dec 2024 18:12:38"
1,1.122,0.04,4.634,1.0,0.25,29.565,True,BERT4Rec,ml-1m,2048,10,0.2,0.25,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(4, 4, 4)","Thu, 05 Dec 2024 18:13:24"
1,0.914,0.048,5.434,0.996,0.16,18.39,True,BERT4Rec,ml-1m,512,10,0.0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(4, 4, 4)","Thu, 05 Dec 2024 18:14:12"
1,1.113,0.04,4.679,0.996,0.16,18.39,True,BERT4Rec,ml-1m,512,10,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(4, 4, 4)","Thu, 05 Dec 2024 18:14:24"
1,0.9,0.044,5.168,1.0,0.188,22.343,True,BERT4Rec,ml-1m,1024,10,0.0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(4, 4, 4)","Thu, 05 Dec 2024 18:14:37"
1,1.101,0.038,4.434,1.0,0.188,22.343,True,BERT4Rec,ml-1m,1024,10,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(4, 4, 4)","Thu, 05 Dec 2024 18:15:00"
1,0.909,0.046,5.189,1.0,0.207,24.599,True,BERT4Rec,ml-1m,2048,10,0.0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(4, 4, 4)","Thu, 05 Dec 2024 18:15:26"
1,1.109,0.039,4.46,1.0,0.207,24.599,True,BERT4Rec,ml-1m,2048,10,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(4, 4, 4)","Thu, 05 Dec 2024 18:16:13"
1,0.895,0.043,5.041,0.998,0.094,10.843,True,BERT4Rec,ml-1m,512,10,0.0,0.75,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(4, 4, 4)","Thu, 05 Dec 2024 18:17:01"
1,1.094,0.036,4.336,0.998,0.094,10.843,True,BERT4Rec,ml-1m,512,10,0.2,0.75,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(4, 4, 4)","Thu, 05 Dec 2024 18:17:14"
1,0.898,0.048,5.366,0.996,0.096,11.169,True,BERT4Rec,ml-1m,1024,10,0.0,0.75,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(4, 4, 4)","Thu, 05 Dec 2024 18:17:27"
1,1.099,0.041,4.611,0.996,0.096,11.169,True,BERT4Rec,ml-1m,1024,10,0.2,0.75,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(4, 4, 4)","Thu, 05 Dec 2024 18:17:51"
1,0.907,0.045,5.278,0.994,0.108,12.912,True,BERT4Rec,ml-1m,2048,10,0.0,0.75,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(4, 4, 4)","Thu, 05 Dec 2024 18:18:15"
1,1.107,0.039,4.543,0.994,0.108,12.912,True,BERT4Rec,ml-1m,2048,10,0.2,0.75,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(4, 4, 4)","Thu, 05 Dec 2024 18:19:04"
1,0.713,0.247,24.342,1.0,0.437,40.576,True,BERT4Rec,ml-1m,512,10,0.0,0.0,"('add', 'delete')",True,"(1, 1, 1)","Thu, 05 Dec 2024 18:19:53"
1,0.912,0.216,21.465,1.0,0.437,40.576,True,BERT4Rec,ml-1m,512,10,0.2,0.0,"('add', 'delete')",True,"(1, 1, 1)","Thu, 05 Dec 2024 18:20:05"
1,0.737,0.252,25.132,1.0,0.42,39.893,True,BERT4Rec,ml-1m,1024,10,0.0,0.0,"('add', 'delete')",True,"(1, 1, 1)","Thu, 05 Dec 2024 18:20:18"
1,0.938,0.223,22.417,1.0,0.42,39.893,True,BERT4Rec,ml-1m,1024,10,0.2,0.0,"('add', 'delete')",True,"(1, 1, 1)","Thu, 05 Dec 2024 18:20:42"
1,0.722,0.255,25.557,0.999,0.417,39.992,True,BERT4Rec,ml-1m,2048,10,0.0,0.0,"('add', 'delete')",True,"(1, 1, 1)","Thu, 05 Dec 2024 18:21:06"
1,0.922,0.231,23.287,0.999,0.417,39.992,True,BERT4Rec,ml-1m,2048,10,0.2,0.0,"('add', 'delete')",True,"(1, 1, 1)","Thu, 05 Dec 2024 18:21:53"
1,0.711,0.191,18.231,0.998,0.365,37.969,True,BERT4Rec,ml-1m,512,10,0.0,0.25,"('add', 'delete')",True,"(1, 1, 1)","Thu, 05 Dec 2024 18:22:40"
1,0.91,0.164,15.882,0.998,0.365,37.969,True,BERT4Rec,ml-1m,512,10,0.2,0.25,"('add', 'delete')",True,"(1, 1, 1)","Thu, 05 Dec 2024 18:22:53"
1,0.762,0.19,17.897,0.999,0.386,39.301,True,BERT4Rec,ml-1m,1024,10,0.0,0.25,"('add', 'delete')",True,"(1, 1, 1)","Thu, 05 Dec 2024 18:23:05"
1,0.962,0.163,15.596,0.999,0.386,39.301,True,BERT4Rec,ml-1m,1024,10,0.2,0.25,"('add', 'delete')",True,"(1, 1, 1)","Thu, 05 Dec 2024 18:23:29"
1,0.725,0.196,18.889,0.998,0.395,39.176,True,BERT4Rec,ml-1m,2048,10,0.0,0.25,"('add', 'delete')",True,"(1, 1, 1)","Thu, 05 Dec 2024 18:23:54"
1,0.925,0.169,16.496,0.998,0.395,39.176,True,BERT4Rec,ml-1m,2048,10,0.2,0.25,"('add', 'delete')",True,"(1, 1, 1)","Thu, 05 Dec 2024 18:24:39"
1,0.74,0.19,17.818,1.0,0.339,35.248,True,BERT4Rec,ml-1m,512,10,0.0,0.5,"('add', 'delete')",True,"(1, 1, 1)","Thu, 05 Dec 2024 18:25:26"
1,0.938,0.165,15.681,1.0,0.339,35.248,True,BERT4Rec,ml-1m,512,10,0.2,0.5,"('add', 'delete')",True,"(1, 1, 1)","Thu, 05 Dec 2024 18:25:38"
1,0.693,0.183,17.411,0.999,0.347,36.225,True,BERT4Rec,ml-1m,1024,10,0.0,0.5,"('add', 'delete')",True,"(1, 1, 1)","Thu, 05 Dec 2024 18:25:51"
1,0.891,0.156,15.197,0.999,0.347,36.225,True,BERT4Rec,ml-1m,1024,10,0.2,0.5,"('add', 'delete')",True,"(1, 1, 1)","Thu, 05 Dec 2024 18:26:17"
1,0.737,0.186,17.591,1.0,0.355,36.861,True,BERT4Rec,ml-1m,2048,10,0.0,0.5,"('add', 'delete')",True,"(1, 1, 1)","Thu, 05 Dec 2024 18:26:43"
1,0.937,0.16,15.352,1.0,0.355,36.861,True,BERT4Rec,ml-1m,2048,10,0.2,0.5,"('add', 'delete')",True,"(1, 1, 1)","Thu, 05 Dec 2024 18:27:35"
1,0.689,0.177,16.501,0.992,0.274,28.264,True,BERT4Rec,ml-1m,512,10,0.0,0.75,"('add', 'delete')",True,"(1, 1, 1)","Thu, 05 Dec 2024 18:28:27"
1,0.877,0.152,14.37,0.992,0.274,28.264,True,BERT4Rec,ml-1m,512,10,0.2,0.75,"('add', 'delete')",True,"(1, 1, 1)","Thu, 05 Dec 2024 18:28:41"
1,0.724,0.174,16.298,0.994,0.288,29.964,True,BERT4Rec,ml-1m,1024,10,0.0,0.75,"('add', 'delete')",True,"(1, 1, 1)","Thu, 05 Dec 2024 18:28:56"
1,0.922,0.148,14.163,0.994,0.288,29.964,True,BERT4Rec,ml-1m,1024,10,0.2,0.75,"('add', 'delete')",True,"(1, 1, 1)","Thu, 05 Dec 2024 18:29:22"
1,0.736,0.181,16.936,0.988,0.274,28.411,True,BERT4Rec,ml-1m,2048,10,0.0,0.75,"('add', 'delete')",True,"(1, 1, 1)","Thu, 05 Dec 2024 18:29:48"
1,0.935,0.156,14.834,0.988,0.274,28.411,True,BERT4Rec,ml-1m,2048,10,0.2,0.75,"('add', 'delete')",True,"(1, 1, 1)","Thu, 05 Dec 2024 18:30:41"
1,0.713,0.247,24.342,1.0,0.437,40.576,True,BERT4Rec,ml-1m,512,10,0.0,0.0,"('add', 'delete')",True,"(2, 2, 2)","Thu, 05 Dec 2024 18:31:35"
1,0.912,0.216,21.465,1.0,0.437,40.576,True,BERT4Rec,ml-1m,512,10,0.2,0.0,"('add', 'delete')",True,"(2, 2, 2)","Thu, 05 Dec 2024 18:31:49"
1,0.737,0.252,25.132,1.0,0.42,39.893,True,BERT4Rec,ml-1m,1024,10,0.0,0.0,"('add', 'delete')",True,"(2, 2, 2)","Thu, 05 Dec 2024 18:32:02"
1,0.938,0.223,22.417,1.0,0.42,39.893,True,BERT4Rec,ml-1m,1024,10,0.2,0.0,"('add', 'delete')",True,"(2, 2, 2)","Thu, 05 Dec 2024 18:32:33"
1,0.722,0.255,25.557,0.999,0.417,39.992,True,BERT4Rec,ml-1m,2048,10,0.0,0.0,"('add', 'delete')",True,"(2, 2, 2)","Thu, 05 Dec 2024 18:33:00"
1,0.922,0.231,23.287,0.999,0.417,39.992,True,BERT4Rec,ml-1m,2048,10,0.2,0.0,"('add', 'delete')",True,"(2, 2, 2)","Thu, 05 Dec 2024 18:33:48"
1,0.711,0.191,18.231,0.998,0.365,37.969,True,BERT4Rec,ml-1m,512,10,0.0,0.25,"('add', 'delete')",True,"(2, 2, 2)","Thu, 05 Dec 2024 18:34:40"
1,0.91,0.164,15.882,0.998,0.365,37.969,True,BERT4Rec,ml-1m,512,10,0.2,0.25,"('add', 'delete')",True,"(2, 2, 2)","Thu, 05 Dec 2024 18:34:53"
1,0.762,0.19,17.897,0.999,0.386,39.301,True,BERT4Rec,ml-1m,1024,10,0.0,0.25,"('add', 'delete')",True,"(2, 2, 2)","Thu, 05 Dec 2024 18:35:10"
1,0.962,0.163,15.596,0.999,0.386,39.301,True,BERT4Rec,ml-1m,1024,10,0.2,0.25,"('add', 'delete')",True,"(2, 2, 2)","Thu, 05 Dec 2024 18:35:35"
1,0.725,0.196,18.889,0.998,0.395,39.176,True,BERT4Rec,ml-1m,2048,10,0.0,0.25,"('add', 'delete')",True,"(2, 2, 2)","Thu, 05 Dec 2024 18:36:00"
1,0.925,0.169,16.496,0.998,0.395,39.176,True,BERT4Rec,ml-1m,2048,10,0.2,0.25,"('add', 'delete')",True,"(2, 2, 2)","Thu, 05 Dec 2024 18:36:46"
1,0.74,0.19,17.818,1.0,0.339,35.248,True,BERT4Rec,ml-1m,512,10,0.0,0.5,"('add', 'delete')",True,"(2, 2, 2)","Thu, 05 Dec 2024 18:37:35"
1,0.938,0.165,15.681,1.0,0.339,35.248,True,BERT4Rec,ml-1m,512,10,0.2,0.5,"('add', 'delete')",True,"(2, 2, 2)","Thu, 05 Dec 2024 18:37:48"
1,0.693,0.183,17.411,0.999,0.347,36.225,True,BERT4Rec,ml-1m,1024,10,0.0,0.5,"('add', 'delete')",True,"(2, 2, 2)","Thu, 05 Dec 2024 18:38:01"
1,0.891,0.156,15.197,0.999,0.347,36.225,True,BERT4Rec,ml-1m,1024,10,0.2,0.5,"('add', 'delete')",True,"(2, 2, 2)","Thu, 05 Dec 2024 18:38:28"
1,0.737,0.186,17.591,1.0,0.355,36.861,True,BERT4Rec,ml-1m,2048,10,0.0,0.5,"('add', 'delete')",True,"(2, 2, 2)","Thu, 05 Dec 2024 18:38:55"
1,0.937,0.16,15.352,1.0,0.355,36.861,True,BERT4Rec,ml-1m,2048,10,0.2,0.5,"('add', 'delete')",True,"(2, 2, 2)","Thu, 05 Dec 2024 18:39:44"
1,0.689,0.177,16.501,0.992,0.274,28.264,True,BERT4Rec,ml-1m,512,10,0.0,0.75,"('add', 'delete')",True,"(2, 2, 2)","Thu, 05 Dec 2024 18:40:37"
1,0.877,0.152,14.37,0.992,0.274,28.264,True,BERT4Rec,ml-1m,512,10,0.2,0.75,"('add', 'delete')",True,"(2, 2, 2)","Thu, 05 Dec 2024 18:40:50"
1,0.724,0.174,16.298,0.994,0.288,29.964,True,BERT4Rec,ml-1m,1024,10,0.0,0.75,"('add', 'delete')",True,"(2, 2, 2)","Thu, 05 Dec 2024 18:41:03"
1,0.922,0.148,14.163,0.994,0.288,29.964,True,BERT4Rec,ml-1m,1024,10,0.2,0.75,"('add', 'delete')",True,"(2, 2, 2)","Thu, 05 Dec 2024 18:41:27"
1,0.736,0.181,16.936,0.988,0.274,28.411,True,BERT4Rec,ml-1m,2048,10,0.0,0.75,"('add', 'delete')",True,"(2, 2, 2)","Thu, 05 Dec 2024 18:41:52"
1,0.935,0.156,14.834,0.988,0.274,28.411,True,BERT4Rec,ml-1m,2048,10,0.2,0.75,"('add', 'delete')",True,"(2, 2, 2)","Thu, 05 Dec 2024 18:42:41"
1,0.713,0.247,24.342,1.0,0.437,40.576,True,BERT4Rec,ml-1m,512,10,0.0,0.0,"('add', 'delete')",True,"(4, 4, 4)","Thu, 05 Dec 2024 18:43:41"
1,0.912,0.216,21.465,1.0,0.437,40.576,True,BERT4Rec,ml-1m,512,10,0.2,0.0,"('add', 'delete')",True,"(4, 4, 4)","Thu, 05 Dec 2024 18:43:54"
1,0.737,0.252,25.132,1.0,0.42,39.893,True,BERT4Rec,ml-1m,1024,10,0.0,0.0,"('add', 'delete')",True,"(4, 4, 4)","Thu, 05 Dec 2024 18:44:10"
