tp,fp,tn,fn,precision,accuracy,recall,train_dataset_len,test_dataset_len,source_sequence_len,source_sequence,determinism,model,dataset,target_cat,pop_size,generations,halloffame_ratio,fitness_alpha,allowed_mutations,include_sink,mut_prob,crossover_prob,genetic_topk,mutation_params,generation_strategy,ignore_genetic_split,jaccard_threshold,timestamp
2410,341,1060,4154,87.6,43.57,36.72,"(8011, 2993)","(6564, 1401)",50,"365,645,299,433,279,199,417,243,1007,168,652,912,763,677,517,871,229,705,972,132,351,166,174,565,127,850,524,775,535,720,894,99,266,41,31,12,936,306,573,52,1092,1012,435,70,769,487,140,815,105,1173",True,BERT4Rec,ml-100k,Animation,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 17:47:07"
1169,135,6227,6232,89.65,53.74,15.8,"(8100, 6786)","(7401, 6362)",50,"89,539,467,245,406,196,310,613,57,53,588,101,492,294,240,304,563,481,102,530,151,633,316,58,278,308,480,216,218,322,158,510,162,6,199,94,368,300,358,77,475,183,629,459,574,254,13,290,297,720",True,BERT4Rec,ml-100k,Animation,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 17:47:07"
566,422,3134,6070,57.29,36.3,8.53,"(7877, 5310)","(6636, 3556)",19,"61,653,96,460,52,1003,732,669,99,224,945,1230,117,11,50,894,697,435,1019",True,BERT4Rec,ml-100k,Animation,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 17:47:07"
2899,561,2907,3571,83.79,58.42,44.81,"(8076, 4671)","(6470, 3468)",50,"115,97,724,167,48,983,557,312,180,162,10,497,221,1029,364,529,821,38,222,106,308,34,634,551,818,448,969,324,292,363,946,304,489,338,310,204,147,77,950,54,588,558,581,541,655,730,751,507,802,254",True,BERT4Rec,ml-100k,Animation,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 17:47:07"
3065,255,65,3423,92.32,45.98,47.24,"(8159, 1622)","(6488, 320)",50,"611,854,294,436,9,660,390,348,304,547,633,221,566,645,428,48,322,591,205,321,61,78,405,330,493,401,437,513,57,33,202,162,228,1017,357,233,432,439,21,1025,115,529,694,443,316,131,720,365,624,118",True,BERT4Rec,ml-100k,Animation,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 17:47:07"
961,37,4638,6013,96.29,48.06,13.78,"(8093, 6193)","(6974, 4675)",40,"158,61,653,176,377,905,303,78,349,553,972,84,53,358,87,178,912,204,1204,162,257,167,362,32,180,310,248,320,316,541,113,359,753,9,436,292,1009,668,468,543",True,BERT4Rec,ml-100k,Animation,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 17:47:07"
1789,754,5255,4776,70.35,56.02,27.25,"(8089, 6191)","(6565, 6009)",22,"805,405,281,492,2,49,269,752,105,381,595,86,891,720,140,5,116,262,340,1024,354,1003",True,BERT4Rec,ml-100k,Animation,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 17:47:07"
6775,184,3697,45,97.36,97.86,99.34,"(8147, 1525)","(6820, 3881)",45,"290,158,96,361,99,104,978,78,13,40,433,696,69,53,503,60,1070,341,18,90,177,553,84,601,306,407,615,408,532,87,29,589,513,174,863,746,349,337,70,366,179,444,526,303,417",True,BERT4Rec,ml-100k,Animation,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 17:47:07"
1913,258,5013,5149,88.12,56.16,27.09,"(8096, 6435)","(7062, 5271)",50,"319,106,623,248,439,438,77,507,670,755,1180,69,138,785,23,529,111,661,693,9,550,791,312,228,466,759,472,63,395,1073,558,362,784,741,474,167,136,304,950,24,889,599,115,802,284,358,53,190,310,493",True,BERT4Rec,ml-100k,Animation,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 17:47:07"
3350,2055,2794,3054,61.98,54.6,52.31,"(8081, 3553)","(6404, 4849)",50,"69,644,341,513,267,31,523,388,46,178,1115,53,205,407,13,1023,782,936,648,366,199,677,978,243,306,26,1423,484,488,645,393,84,1207,912,933,632,60,1124,189,42,234,515,137,191,404,1035,1007,197,79,157",True,BERT4Rec,ml-100k,Animation,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 17:47:07"
6214,436,2974,500,93.44,90.75,92.55,"(8118, 2083)","(6714, 3410)",50,"421,117,145,815,190,25,1115,696,356,502,1077,11,358,771,410,50,53,210,535,29,223,159,513,178,141,365,84,404,303,1037,268,78,24,191,589,564,182,152,1529,491,243,862,922,978,446,1227,1614,683,177,1317",True,BERT4Rec,ml-100k,Animation,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 17:47:07"
6496,1146,1425,383,85.0,83.82,94.43,"(8080, 3444)","(6879, 2571)",50,"956,1000,926,745,149,762,891,579,692,1230,1059,207,1406,1193,892,555,246,631,326,960,332,1139,1390,57,1023,162,183,196,232,245,795,607,8,432,346,493,355,519,136,1050,77,1166,159,406,890,1055,28,948,345,832",True,BERT4Rec,ml-100k,Animation,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 17:47:07"
585,3,6469,6158,99.49,53.38,8.68,"(8113, 5113)","(6743, 6472)",50,"608,294,180,7,348,330,531,544,69,359,18,240,32,1283,85,457,84,186,24,719,946,435,97,368,322,390,694,623,167,367,317,529,34,424,292,378,308,821,557,558,835,364,311,890,800,448,415,577,1020,206",True,BERT4Rec,ml-100k,Animation,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 17:47:07"
1329,607,5166,5281,68.65,52.45,20.11,"(7940, 7237)","(6610, 5773)",50,"424,582,97,368,35,322,550,338,89,924,432,367,558,1024,357,631,492,354,289,433,180,34,16,222,671,292,823,448,557,587,208,551,304,343,529,364,446,182,835,608,679,1049,657,174,56,435,283,818,1057,487",True,BERT4Rec,ml-100k,Animation,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 17:47:07"
3102,1005,2180,3602,75.53,53.41,46.27,"(8000, 4490)","(6704, 3185)",19,"73,492,569,290,2,140,361,61,96,864,1003,332,252,816,275,900,460,732,683",True,BERT4Rec,ml-100k,Animation,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 17:47:07"
6597,1137,2708,98,85.3,88.28,98.54,"(8024, 2277)","(6695, 3845)",34,"78,96,87,132,850,179,34,258,367,144,719,448,311,671,436,725,634,309,779,125,277,178,1068,1020,90,84,18,9,292,361,69,60,648,26",True,BERT4Rec,ml-100k,Animation,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 17:47:07"
6342,3969,410,29,61.51,62.81,99.54,"(8143, 6647)","(6371, 4379)",50,"662,358,1529,190,50,210,87,696,243,149,372,134,356,132,26,351,417,511,32,200,257,368,539,109,226,334,708,1347,503,217,572,274,288,104,182,1128,138,695,100,95,146,575,921,119,261,241,6,712,1095,214",True,BERT4Rec,ml-100k,Animation,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 17:47:07"
6892,722,428,66,90.52,90.28,99.05,"(8143, 2823)","(6958, 1150)",50,"424,7,325,391,54,797,367,432,119,1017,254,227,463,445,48,43,592,896,321,779,557,726,352,293,505,220,257,974,415,749,157,527,684,34,285,436,14,160,250,1093,66,457,148,533,946,357,831,574,33,1246",True,BERT4Rec,ml-100k,Animation,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 17:47:07"
1042,975,5003,5303,51.66,49.05,16.42,"(7264, 7382)","(6345, 5978)",50,"562,92,67,175,6,940,226,100,695,101,602,437,162,89,497,217,155,240,950,362,584,368,126,248,308,489,35,322,330,504,432,731,201,274,1098,241,231,600,634,106,57,58,545,472,102,136,233,321,134,69",True,BERT4Rec,ml-100k,Animation,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 17:47:07"
1299,20,1734,5659,98.48,34.81,18.67,"(8092, 6404)","(6958, 1754)",50,"96,405,332,609,900,99,31,223,69,154,306,1085,1035,649,358,50,535,632,141,64,134,84,11,178,970,862,210,25,53,90,531,447,243,502,356,87,414,782,26,645,648,365,341,771,268,24,104,13,214,861",True,BERT4Rec,ml-100k,Animation,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 17:47:07"
3058,16,28,4194,99.48,42.3,42.17,"(8180, 5177)","(7252, 44)",50,"85,591,125,279,1181,193,530,683,294,83,821,448,337,473,446,529,325,589,633,759,14,143,711,80,311,227,527,710,16,4,708,349,782,468,435,132,657,234,1211,511,465,416,690,720,2,492,185,555,874,631",True,BERT4Rec,ml-100k,Animation,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 17:47:07"
643,110,5542,6390,85.39,48.76,9.14,"(7920, 6984)","(7033, 5652)",50,"686,25,1043,1282,262,253,192,270,720,882,835,230,202,234,605,1055,148,1102,1024,7,115,699,220,81,158,210,608,157,772,227,409,201,178,356,550,1238,209,298,232,614,58,368,1349,279,779,472,162,364,530,294",True,BERT4Rec,ml-100k,Animation,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 17:47:07"
3234,27,38,4052,99.17,44.51,44.39,"(8182, 541)","(7286, 65)",35,"290,73,61,118,50,141,503,25,168,142,241,741,889,562,726,658,69,624,572,54,263,190,119,461,368,222,330,167,1120,180,296,217,735,248,439",True,BERT4Rec,ml-100k,Animation,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 17:47:07"
2446,544,5793,3932,81.81,64.8,38.35,"(8154, 7325)","(6378, 6337)",50,"119,261,274,438,257,312,217,30,362,32,45,514,1006,155,395,114,315,494,887,212,339,62,656,1041,778,143,679,528,603,1263,605,169,884,1074,124,833,1245,653,586,1104,609,374,117,35,1098,618,281,210,772,635",True,BERT4Rec,ml-100k,Animation,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 17:47:07"
2237,2528,4089,4416,46.95,47.67,33.62,"(8009, 764)","(6653, 6617)",50,"315,603,27,233,545,162,96,653,24,178,132,366,121,18,78,404,720,41,1168,262,644,141,154,383,179,277,101,547,285,157,316,1246,476,391,731,802,289,321,932,639,255,475,218,113,54,857,823,202,246,512",True,BERT4Rec,ml-100k,Animation,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 17:47:07"
3642,1140,5217,2721,76.16,69.65,57.24,"(8172, 6715)","(6363, 6357)",50,"80,359,123,163,273,636,514,148,436,364,699,759,206,633,376,297,902,1266,544,656,451,220,821,875,979,739,927,15,686,459,832,28,710,438,413,842,147,1045,774,758,1114,101,299,446,573,777,508,524,537,769",True,BERT4Rec,ml-100k,Animation,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 17:47:07"
1537,87,5612,5483,94.64,56.21,21.89,"(8118, 5444)","(7020, 5699)",50,"476,461,85,34,1163,104,219,63,386,71,1055,143,319,203,574,195,422,544,293,634,878,946,529,77,528,412,1557,784,527,743,552,364,198,712,345,664,1228,255,483,932,734,463,922,218,358,29,32,339,548,758",True,BERT4Rec,ml-100k,Animation,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 17:47:07"
7343,118,3324,20,98.42,98.72,99.73,"(8120, 84)","(7363, 3442)",24,"252,61,96,1024,176,52,118,377,117,69,53,84,260,503,696,158,653,50,290,281,1070,405,1230,269",True,BERT4Rec,ml-100k,Animation,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 17:47:07"
2171,1960,3144,4226,52.55,46.21,33.94,"(8139, 5038)","(6397, 5104)",50,"1003,188,485,794,628,260,13,190,53,1430,25,447,428,90,1094,862,601,182,210,243,503,531,12,69,141,121,410,349,453,365,104,78,645,159,26,174,196,664,726,1482,45,1077,1107,863,1035,1103,1032,648,770,299",True,BERT4Rec,ml-100k,Animation,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 17:47:07"
1434,850,3819,5123,62.78,46.79,21.87,"(8136, 6182)","(6557, 4669)",50,"168,555,116,575,880,570,227,519,100,624,802,121,481,384,56,699,329,784,835,946,505,311,206,57,557,71,77,1078,838,417,1541,743,169,753,718,1229,635,870,202,157,115,365,173,503,369,294,529,254,174,451",True,BERT4Rec,ml-100k,Animation,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 17:47:07"
845,58,5248,5980,93.58,50.23,12.38,"(8001, 5750)","(6825, 5306)",50,"493,273,77,835,616,475,710,890,696,407,210,220,439,361,334,391,284,183,104,63,53,134,58,232,24,102,310,217,749,802,162,101,32,51,157,390,84,560,27,19,248,548,212,137,358,173,367,245,553,197",True,BERT4Rec,ml-100k,Animation,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 17:47:07"
2682,928,4821,3845,74.29,61.12,41.09,"(7903, 6497)","(6527, 5749)",50,"255,312,148,560,114,100,361,404,141,240,1029,334,201,192,32,472,57,322,51,48,102,167,409,212,218,749,123,101,591,180,10,254,439,434,147,375,27,367,161,1050,865,173,481,647,658,310,1180,545,784,134",True,BERT4Rec,ml-100k,Animation,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 17:47:07"
4547,117,167,3317,97.49,57.85,57.82,"(8159, 530)","(7864, 284)",32,"41,145,117,99,609,158,275,52,118,861,252,176,96,2,269,49,653,929,44,340,720,512,326,215,131,555,105,61,840,270,262,682",True,BERT4Rec,ml-100k,Animation,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 17:47:07"
3081,273,399,4121,91.86,44.2,42.78,"(8148, 136)","(7202, 672)",50,"118,59,25,176,53,159,50,87,410,874,178,13,78,104,766,676,683,189,174,268,190,182,491,142,696,84,205,345,121,863,666,210,40,1070,24,69,171,735,141,175,183,79,126,248,795,368,103,678,39,619",True,BERT4Rec,ml-100k,Animation,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 17:47:07"
1631,291,4697,5014,84.86,54.4,24.54,"(8046, 5937)","(6645, 4988)",50,"175,138,434,192,539,167,481,230,300,100,47,35,768,983,406,240,678,1116,7,310,512,861,361,41,716,86,882,253,90,1077,601,356,199,1032,243,408,152,640,1147,414,129,435,107,824,417,515,573,859,894,1198",True,BERT4Rec,ml-100k,Animation,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 17:47:07"
1913,796,4759,4847,70.62,54.18,28.3,"(7880, 6301)","(6760, 5555)",50,"348,519,101,236,695,888,103,419,809,374,315,138,594,391,304,183,463,219,119,708,481,1038,558,475,17,47,71,434,545,155,547,319,221,359,151,368,804,371,284,493,57,1009,203,611,734,136,161,123,232,355",True,BERT4Rec,ml-100k,Animation,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 17:47:07"
913,220,5364,5702,80.58,51.46,13.8,"(8053, 5787)","(6615, 5584)",50,"470,734,202,6,57,128,779,297,201,507,143,802,7,209,83,436,115,715,543,93,497,588,147,404,459,636,591,316,521,146,473,47,77,527,528,308,1010,835,1100,550,318,60,92,889,90,58,304,241,48,406",True,BERT4Rec,ml-100k,Animation,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 17:47:07"
2732,1211,4193,4665,69.29,54.1,36.93,"(8123, 6673)","(7397, 5404)",27,"255,186,192,162,58,507,126,171,53,69,862,358,303,78,50,410,615,25,404,11,428,341,601,388,13,121,84",True,BERT4Rec,ml-100k,Animation,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 17:47:07"
1600,790,3163,5148,66.95,44.51,23.71,"(8071, 5532)","(6748, 3953)",45,"178,290,154,362,322,733,1007,61,972,141,114,137,1055,312,348,241,112,53,32,298,321,89,368,492,493,572,356,1009,69,404,96,720,204,176,428,162,366,182,26,116,453,311,242,286,463",True,BERT4Rec,ml-100k,Adventure,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 22:08:07"
1512,654,4332,5080,69.81,50.48,22.94,"(7920, 5911)","(6592, 4986)",50,"1671,5,882,99,586,852,336,931,1104,392,1480,2,207,1117,610,864,405,117,1422,1018,178,1179,1195,244,44,956,595,991,281,1182,1167,1059,73,1282,1385,131,658,358,142,185,205,512,88,190,201,861,86,1220,756,1014",True,BERT4Rec,ml-100k,Adventure,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 22:08:07"
1432,190,6001,5417,88.29,57.0,20.91,"(8072, 6126)","(6849, 6191)",50,"9,66,480,415,821,938,194,522,608,14,1113,753,193,984,364,800,1049,206,779,765,65,1241,561,1020,835,1055,8,71,160,878,123,876,233,203,1096,1214,1063,1349,314,144,38,258,655,135,4,57,96,568,133,386",True,BERT4Rec,ml-100k,Adventure,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 22:08:07"
595,27,5229,5982,95.66,49.22,9.05,"(8053, 6173)","(6577, 5256)",50,"260,303,46,14,1370,87,98,614,795,487,54,939,856,584,205,802,791,121,94,248,63,416,892,960,131,158,333,23,369,759,1167,643,1295,1247,932,555,586,631,959,503,1015,474,268,9,583,1016,492,96,1434,1282",True,BERT4Rec,ml-100k,Adventure,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 22:08:07"
1071,735,4778,5471,59.3,48.52,16.37,"(7919, 6493)","(6542, 5513)",50,"376,699,297,533,250,369,979,1114,927,205,41,348,102,267,116,262,185,5,1117,405,86,891,956,326,368,322,367,671,1211,64,134,383,372,104,1207,88,484,388,873,1183,1195,526,850,492,2,308,555,720,374,774",True,BERT4Rec,ml-100k,Adventure,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 22:08:07"
2279,1400,3480,5043,61.95,47.2,31.13,"(8082, 4875)","(7322, 4880)",24,"569,421,118,900,1070,50,59,53,190,134,388,596,358,13,69,401,696,78,241,231,175,290,1,492",True,BERT4Rec,ml-100k,Adventure,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 22:08:07"
3424,421,5406,3149,89.05,71.21,52.09,"(7938, 7224)","(6573, 5827)",50,"557,457,527,459,245,63,339,77,136,167,9,1057,593,432,378,779,34,232,322,780,254,574,346,436,265,62,974,1123,469,55,608,67,754,310,158,13,1238,96,352,255,318,492,146,434,547,175,51,530,1064,326",True,BERT4Rec,ml-100k,Adventure,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 22:08:07"
2590,1406,4417,3882,64.81,56.99,40.02,"(8129, 7218)","(6472, 5823)",50,"5,720,185,945,1230,492,131,1283,272,711,610,555,82,1001,799,83,699,500,337,81,379,1069,807,54,823,45,503,795,856,939,984,487,6,832,295,704,932,609,1099,1180,361,134,581,244,326,864,1282,631,1431,923",True,BERT4Rec,ml-100k,Adventure,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 22:08:07"
533,659,4797,6009,44.71,44.42,8.15,"(7597, 6880)","(6542, 5456)",50,"1673,27,101,1316,41,292,183,294,475,507,220,205,141,532,122,25,50,436,439,346,148,655,63,321,553,48,567,210,434,390,648,167,208,407,503,32,481,190,201,227,29,37,228,111,230,100,79,538,298,334",True,BERT4Rec,ml-100k,Adventure,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 22:08:07"
1350,726,4930,5147,65.03,51.67,20.78,"(7987, 6821)","(6497, 5656)",50,"388,936,303,578,1295,404,121,18,25,782,69,553,260,104,137,345,279,84,365,191,24,152,201,409,472,1038,572,241,157,175,30,461,906,240,67,239,102,623,842,568,217,32,321,450,138,101,457,242,27,424",True,BERT4Rec,ml-100k,Adventure,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 22:08:07"
1000,88,5638,5213,91.91,55.6,16.1,"(8004, 6688)","(6213, 5726)",50,"1111,168,954,469,515,283,194,1101,718,765,1259,206,1387,1022,1223,481,123,1050,310,545,576,472,434,57,27,160,425,346,684,878,233,71,465,797,1266,321,591,144,436,519,527,1113,896,1321,554,1005,987,1071,833,670",True,BERT4Rec,ml-100k,Adventure,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 22:08:07"
299,42,5752,6286,87.68,48.88,4.54,"(7905, 7265)","(6585, 5794)",50,"290,59,372,25,1311,428,182,720,752,140,142,154,408,149,178,361,492,696,84,176,306,141,158,88,137,453,98,279,771,24,190,358,50,356,601,535,243,234,87,708,18,1068,268,1105,935,1195,1083,174,1183,333",True,BERT4Rec,ml-100k,Adventure,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 22:08:07"
813,168,5400,6235,82.87,49.25,11.54,"(7902, 6828)","(7048, 5568)",35,"158,945,653,44,96,61,176,892,1024,99,498,118,361,25,972,13,404,69,502,503,874,210,142,24,453,26,614,159,1035,141,137,152,770,652,279",True,BERT4Rec,ml-100k,Adventure,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 22:08:07"
1164,226,5374,5439,83.74,53.58,17.63,"(8070, 6828)","(6603, 5600)",50,"736,696,307,158,182,262,1160,275,1024,720,670,568,734,236,99,524,901,899,859,81,531,951,243,861,485,308,331,481,170,994,7,254,575,1335,400,89,100,154,653,291,504,117,134,408,1212,17,535,1372,912,205",True,BERT4Rec,ml-100k,Adventure,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 22:08:07"
385,32,5473,6578,92.33,46.98,5.53,"(8004, 5858)","(6963, 5505)",50,"292,436,34,402,30,205,896,157,365,559,759,477,801,166,862,528,136,104,160,58,232,920,1433,599,444,821,346,530,435,1063,1101,457,511,219,37,186,50,53,294,257,1055,345,57,64,118,145,332,1156,623,523",True,BERT4Rec,ml-100k,Adventure,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Tue, 21 Jan 2025 22:08:07"
